"SettlementPoint","Year","Month","DayOfWeek","NormalizedPrice"
"HB_PAN",2019,4,6,0.74197213418645
"HB_PAN",2019,4,6,0.792680739101836
"HB_PAN",2019,4,6,0.74197213418645
"HB_PAN",2019,4,6,0.71326915027208
"HB_PAN",2019,4,6,0.849129940800096
"HB_PAN",2019,4,6,0.962028344196615
"HB_PAN",2019,4,6,0.889792501345453
"HB_PAN",2019,4,6,0.872570710996831
"HB_PAN",2019,4,6,0.959636428870418
"HB_PAN",2019,4,6,1.04670214674401
"HB_PAN",2019,4,6,1.12037313879089
"HB_PAN",2019,4,6,1.09836751778987
"HB_PAN",2019,4,6,0.993601626502422
"HB_PAN",2019,4,6,0.956766130478981
"HB_PAN",2019,4,6,1.0720564492017
"HB_PAN",2019,4,6,1.09549721939843
"HB_PAN",2019,4,6,1.29450457453806
"HB_PAN",2019,4,6,1.30502900197333
"HB_PAN",2019,4,6,1.29785325599474
"HB_PAN",2019,4,6,1.31029121569096
"HB_PAN",2019,4,6,1.29306942534234
"HB_PAN",2019,4,6,0.872570710996831
"HB_PAN",2019,4,6,0.887400586019255
"HB_PAN",2019,4,6,0.832864916581953
"HB_PAN",2019,4,7,0.798075196610048
"HB_PAN",2019,4,7,0.739038316515244
"HB_PAN",2019,4,7,0.720939418967932
"HB_PAN",2019,4,7,0.6950838510432
"HB_PAN",2019,4,7,0.718784788307538
"HB_PAN",2019,4,7,0.772219628685316
"HB_PAN",2019,4,7,0.745933134628506
"HB_PAN",2019,4,7,0.814881315761123
"HB_PAN",2019,4,7,0.877796531044637
"HB_PAN",2019,4,7,0.885122275289977
"HB_PAN",2019,4,7,0.917441735195892
"HB_PAN",2019,4,7,0.890293388874924
"HB_PAN",2019,4,7,0.83513484396883
"HB_PAN",2019,4,7,0.873487269723848
"HB_PAN",2019,4,7,1.04025568283837
"HB_PAN",2019,4,7,1.07257514274428
"HB_PAN",2019,4,7,1.2109024311416
"HB_PAN",2019,4,7,1.33026896972744
"HB_PAN",2019,4,7,1.31906489029339
"HB_PAN",2019,4,7,1.59873595001257
"HB_PAN",2019,4,7,1.8590153337882
"HB_PAN",2019,4,7,1.1863396416131
"HB_PAN",2019,4,7,1.17772111897152
"HB_PAN",2019,4,7,0.920889144252523
"HB_PAN",2019,4,8,0.531535734278783
"HB_PAN",2019,4,8,0.503265534614667
"HB_PAN",2019,4,8,0.487590968464266
"HB_PAN",2019,4,8,0.492069415935809
"HB_PAN",2019,4,8,0.522019033401754
"HB_PAN",2019,4,8,0.607669341295018
"HB_PAN",2019,4,8,0.733065870498227
"HB_PAN",2019,4,8,0.574640791192387
"HB_PAN",2019,4,8,0.635379735025191
"HB_PAN",2019,4,8,0.723269266654227
"HB_PAN",2019,4,8,0.762175779063258
"HB_PAN",2019,4,8,0.869098712446352
"HB_PAN",2019,4,8,0.912763575293898
"HB_PAN",2019,4,8,1.05523418548237
"HB_PAN",2019,4,8,1.31946258630341
"HB_PAN",2019,4,8,2.08947564844187
"HB_PAN",2019,4,8,2.64760216458294
"HB_PAN",2019,4,8,2.2823287926852
"HB_PAN",2019,4,8,1.35696958387759
"HB_PAN",2019,4,8,1.38607949244262
"HB_PAN",2019,4,8,1.22989363687255
"HB_PAN",2019,4,8,0.922280276170927
"HB_PAN",2019,4,8,0.759936555327486
"HB_PAN",2019,4,8,0.596193319649188
"HB_PAN",2019,4,9,0.66298525595008
"HB_PAN",2019,4,9,0.597713843945
"HB_PAN",2019,4,9,0.54668949141311
"HB_PAN",2019,4,9,0.529791816223977
"HB_PAN",2019,4,9,0.549671434093545
"HB_PAN",2019,4,9,0.629852559500801
"HB_PAN",2019,4,9,0.698768568115302
"HB_PAN",2019,4,9,0.694792644541388
"HB_PAN",2019,4,9,0.698105914186316
"HB_PAN",2019,4,9,0.825335468551549
"HB_PAN",2019,4,9,0.945938483626926
"HB_PAN",2019,4,9,0.985697719366061
"HB_PAN",2019,4,9,1.04036666850737
"HB_PAN",2019,4,9,1.27527748633276
"HB_PAN",2019,4,9,1.53603180738859
"HB_PAN",2019,4,9,2.96637031310398
"HB_PAN",2019,4,9,3.3013418742062
"HB_PAN",2019,4,9,3.23573913523662
"HB_PAN",2019,4,9,1.07946325031752
"HB_PAN",2019,4,9,0.837594566237782
"HB_PAN",2019,4,9,0.283615881605831
"HB_PAN",2019,4,9,0.0665967198630515
"HB_PAN",2019,4,9,0.0540062952123254
"HB_PAN",2019,4,9,-0.041747197526092
"HB_PAN",2019,4,10,-0.166737558485751
"HB_PAN",2019,4,10,-0.176945980433858
"HB_PAN",2019,4,10,-0.200765631646108
"HB_PAN",2019,4,10,-0.178080249539203
"HB_PAN",2019,4,10,-0.0385651495817383
"HB_PAN",2019,4,10,0.0964128739543457
"HB_PAN",2019,4,10,0.671487310364384
"HB_PAN",2019,4,10,0.699844037998015
"HB_PAN",2019,4,10,0.775840068056146
"HB_PAN",2019,4,10,0.795122642847015
"HB_PAN",2019,4,10,0.513823904721395
"HB_PAN",2019,4,10,0.499078406351907
"HB_PAN",2019,4,10,0.364100382815823
"HB_PAN",2019,4,10,1.12859775981852
"HB_PAN",2019,4,10,0.338012193392882
"HB_PAN",2019,4,10,2.04168438962144
"HB_PAN",2019,4,10,4.23309230114845
"HB_PAN",2019,4,10,3.38239047213952
"HB_PAN",2019,4,10,2.27988090174394
"HB_PAN",2019,4,10,1.76038565149582
"HB_PAN",2019,4,10,1.71501488728201
"HB_PAN",2019,4,10,1.36339146462498
"HB_PAN",2019,4,10,1.20913086629803
"HB_PAN",2019,4,10,0.893804055012052
"HB_PAN",2019,4,11,-0.00432364266894859
"HB_PAN",2019,4,11,-0.00270227666809287
"HB_PAN",2019,4,11,-0.101065147386673
"HB_PAN",2019,4,11,-0.00378318733533002
"HB_PAN",2019,4,11,0.0707996487040331
"HB_PAN",2019,4,11,0.27671313081271
"HB_PAN",2019,4,11,0.773391582408179
"HB_PAN",2019,4,11,0.559911725628842
"HB_PAN",2019,4,11,0.638277749003536
"HB_PAN",2019,4,11,0.629630463665638
"HB_PAN",2019,4,11,0.815547098430428
"HB_PAN",2019,4,11,1.01767739320377
"HB_PAN",2019,4,11,1.09550296124485
"HB_PAN",2019,4,11,1.24412817798996
"HB_PAN",2019,4,11,1.63866057153152
"HB_PAN",2019,4,11,1.76512711959826
"HB_PAN",2019,4,11,2.63147701938883
"HB_PAN",2019,4,11,2.15425495980363
"HB_PAN",2019,4,11,1.56623955682663
"HB_PAN",2019,4,11,1.91807597901232
"HB_PAN",2019,4,11,1.83754813430315
"HB_PAN",2019,4,11,1.23764271398653
"HB_PAN",2019,4,11,1.18521854662553
"HB_PAN",2019,4,11,1.05604972189069
"HB_PAN",2019,4,12,0.879495562821112
"HB_PAN",2019,4,12,0.8183092013078
"HB_PAN",2019,4,12,0.760392340028024
"HB_PAN",2019,4,12,0.744044838860346
"HB_PAN",2019,4,12,0.779075198505371
"HB_PAN",2019,4,12,1.11536665109762
"HB_PAN",2019,4,12,1.25969173283512
"HB_PAN",2019,4,12,0.998598785614199
"HB_PAN",2019,4,12,1.01961700140121
"HB_PAN",2019,4,12,1.1317141522653
"HB_PAN",2019,4,12,1.10602522185894
"HB_PAN",2019,4,12,1.02942550210182
"HB_PAN",2019,4,12,1.01961700140121
"HB_PAN",2019,4,12,1.06865950490425
