"SettlementPoint","Year","HourlyVolatility"
"HB_SOUTH",2016,0.209014243635462
"HB_WEST",2017,0.24761335190764
"HB_WEST",2018,0.302494200608054
"HB_PAN",2019,0.631578342757579
